image_path,category,subcategory,source,license,oos_split,source_image
data/out_of_scope/cat1_corruption/near_black/near_black_0066.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Te-pi_20.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0067.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Te-pi_144.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0068.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_516.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0069.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_644.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0070.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_442.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0071.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_108.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0072.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_653.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0073.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Te-pi_146.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0074.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_902.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0075.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_1398.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0076.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_431.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0077.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_365.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0078.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_1151.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0079.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_525.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0080.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_877.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0081.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Te-pi_16.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0082.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_1213.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0083.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_906.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0084.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_1190.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0085.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_220.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0086.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_40.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0087.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_119.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0088.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_1081.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0089.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_76.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0090.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/notumor/Tr-no_547.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0091.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_1088.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0092.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Te-no_14.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0093.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/notumor/Tr-no_1170.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0094.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_416.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0095.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_530.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0096.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/notumor/Te-no_212.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0097.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_513.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0098.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_660.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0099.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/notumor/Tr-no_95.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0100.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_178.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0101.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_401.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0102.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Te-no_140.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0103.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_335.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0104.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_477.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0105.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_1257.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0106.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/notumor/Tr-no_624.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0107.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_20.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0108.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/notumor/Te-no_240.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0109.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/notumor/Tr-no_627.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0110.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/notumor/Tr-no_1220.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0111.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/notumor/Tr-no_446.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0112.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_378.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0113.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_596.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0114.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Te-no_223.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0115.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/notumor/Te-no_105.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0116.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_351.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0117.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/notumor/Tr-no_966.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0118.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_1284.jpg
data/out_of_scope/cat1_corruption/near_black/near_black_0119.png,cat1_corruption,near_black,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/notumor/Tr-no_319.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0000.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_488.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0001.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Te-gl_224.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0002.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Tr-gl_946.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0003.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Tr-gl_1024.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0004.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_193.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0005.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_6.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0006.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Tr-gl_1120.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0007.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Te-gl_131.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0008.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_1052.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0009.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_574.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0010.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Tr-gl_711.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0011.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Te-gl_56.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0012.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_1252.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0013.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Te-gl_133.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0014.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Tr-gl_662.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0015.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_1225.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0016.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_443.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0017.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Te-gl_191.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0018.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Te-gl_280.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0019.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Tr-gl_114.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0020.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Tr-gl_886.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0021.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Te-gl_15.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0022.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_964.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0023.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_336.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0024.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Tr-gl_71.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0025.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_1214.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0026.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Tr-gl_314.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0027.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/glioma/Tr-gl_992.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0028.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_832.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0029.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/glioma/Tr-gl_777.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0030.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/meningioma/Tr-me_260.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0031.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Te-me_101.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0032.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Tr-me_232.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0033.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Tr-me_870.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0034.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Tr-me_1204.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0035.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Te-me_33.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0036.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/meningioma/Tr-me_1059.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0037.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Te-me_48.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0038.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Te-me_112.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0039.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/meningioma/Tr-me_64.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0040.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Te-aug-me_68.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0041.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/meningioma/Tr-me_1091.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0042.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Tr-me_1047.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0043.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/meningioma/Tr-me_698.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0044.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Tr-me_610.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0045.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Tr-me_403.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0046.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Tr-me_503.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0047.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/meningioma/Te-aug-me_50.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0048.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Tr-me_460.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0049.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/meningioma/Tr-me_505.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0050.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Tr-me_664.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0051.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Te-aug-me_5.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0052.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/meningioma/Tr-me_774.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0053.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Tr-me_306.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0054.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/meningioma/Tr-me_1296.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0055.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/meningioma/Tr-me_600.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0056.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Tr-me_464.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0057.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/meningioma/Tr-me_1153.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0058.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/meningioma/Tr-me_454.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0059.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/meningioma/Tr-me_819.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0060.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_422.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0061.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_353.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0062.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_515.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0063.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_561.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0064.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_1167.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0065.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_860.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0066.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Te-pi_20.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0067.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Te-pi_144.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0068.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_516.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0069.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_644.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0070.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_442.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0071.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_108.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0072.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_653.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0073.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Te-pi_146.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0074.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_902.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0075.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_1398.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0076.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_431.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0077.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_365.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0078.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_1151.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0079.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_525.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0080.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_877.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0081.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Te-pi_16.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0082.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_1213.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0083.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),eval,data/brain_tumor/pituitary/Tr-pi_906.jpg
data/out_of_scope/cat1_corruption/near_white/near_white_0084.png,cat1_corruption,near_white,"internal train split, corrupted in software",same as data/brain_tumor (internal training data),fit,data/brain_tumor/pituitary/Tr-pi_1190.jpg
